C#,CNAME,PERIOD,CREDIT,TEACHER
2843,大学物理实验I-1,32.0,1.0,郭志新
2844,大学物理实验I-1,32.0,1.0,郭志新
2845,大学物理实验I-1,32.0,1.0,胡龄之
2846,大学物理实验I-1,32.0,1.0,石晓华
2847,大学物理实验I-1,32.0,1.0,王晨辉
2848,大学物理实验I-1,32.0,1.0,刘悠
2849,大学物理实验I-1,32.0,1.0,刘悠
2850,大学物理实验I-1,32.0,1.0,吴华英
2851,大学物理实验I-1,32.0,1.0,杨志伟
2852,大学物理实验I-1,32.0,1.0,邱淑伟
2853,大学物理实验I-1,32.0,1.0,杨志伟
2854,大学物理实验I-1,32.0,1.0,周宇
2855,大学物理实验I-1,32.0,1.0,胡龄之
2856,大学物理实验I-1,32.0,1.0,王晨辉
2857,大学物理实验I-1,32.0,1.0,纪元超
2858,大学物理实验I-1,32.0,1.0,郭志新
2859,大学物理实验I-1,32.0,1.0,周宇
2860,大学物理实验I-1,32.0,1.0,郭志新
2861,大学物理实验I-1,32.0,1.0,魏强
2862,大学物理实验I-1,32.0,1.0,杨志伟
2863,大学物理实验I-1,32.0,1.0,强蕴蕴
2864,大学物理实验I-1,32.0,1.0,江智元
2865,大学物理实验I-1,32.0,1.0,毛胜春
2866,大学物理实验I-1,32.0,1.0,周宇
2867,大学物理实验I-1,32.0,1.0,周宇
2868,大学物理实验I-1,32.0,1.0,纪元超
2869,大学物理实验I-1,32.0,1.0,吴华英
2870,大学物理实验I-1,32.0,1.0,侯高垒
2871,大学物理实验I-1,32.0,1.0,邱淑伟
2872,大学物理实验I-1,32.0,1.0,邱淑伟
2873,大学物理实验I-1,32.0,1.0,杨志伟
2874,大学物理实验I-1,32.0,1.0,王鹤
2875,大学物理实验I-1,32.0,1.0,毛胜春
2876,大学物理实验I-1,32.0,1.0,邱淑伟
2877,大学物理实验I-1,32.0,1.0,邱淑伟
2878,大学物理实验I-1,32.0,1.0,侯高垒
2879,大学物理实验I-1,32.0,1.0,翟立朋
2880,大学物理实验I-1,32.0,1.0,侯高垒
2881,大学物理实验I-1,32.0,1.0,强蕴蕴
2882,大学物理实验I-1,32.0,1.0,强蕴蕴
2883,大学物理实验I-1,32.0,1.0,强蕴蕴
2884,大学物理实验I-1,32.0,1.0,邱淑伟
2885,大学物理实验I-1,32.0,1.0,王鹤
2886,大学物理实验I-1,32.0,1.0,王鹤
2887,大学物理实验I-1,32.0,1.0,翟立朋
2888,大学物理实验I-1,32.0,1.0,张伟
2889,大学物理实验I-1,32.0,1.0,王晨辉
2890,自然科学发展概论,48.0,3.0,"杨森,吕东梅"
2891,自然科学发展概论,48.0,3.0,"田方华,王淑娟"
2892,自然科学发展概论,48.0,3.0,"田方华,张东阳"
2893,理论力学,48.0,3.0,王延申
2894,理论力学,48.0,3.0,李蓬勃
2895,物理（民族预科）,64.0,4.0,方爱平
2896,大学物理学（实验）Ⅰ,32.0,1.0,"翟立朋,常凯歌"
2897,大学物理学（理论）1,64.0,4.0,"李宏荣,邵怀爽,方爱平"
2898,基础物理实验-1,32.0,1.0,胡龄之
2899,基础物理实验-1,32.0,1.0,"高博,张倩"
2900,创新物理实验Ⅰ,64.0,2.0,"王红理,赵述敏,冯雪红,翟立朋"
2901,综合物理实验Ⅰ-1,48.0,1.5,"张俊武,张倩,邱淑伟,童童,高博"
2902,电动力学,64.0,4.0,张鸿飞
2903,电动力学,64.0,4.0,付春娥
2904,理论力学,64.0,4.0,"冯俊,李福利"
2905,固体物理,48.0,3.0,王宇
2906,综合物理实验Ⅱ-1,32.0,1.0,"张俊武,张倩,邱淑伟,童童,高博"
2907,综合物理实验Ⅱ-1,32.0,1.0,"张俊武,张倩,邱淑伟"
2908,创新物理实验II,32.0,1.0,"王红理,冯雪红,翟立朋"
2909,创新物理实验II,32.0,1.0,"王红理,冯雪红,翟立朋"
2910,原子物理学,64.0,4.0,"赵永涛,任洁茹,王兴"
2911,原子分子光物理,48.0,3.0,"赵迪,张仁,刘博,蒋臣威"
2912,量子光学与量子信息导论,32.0,2.0,"张沛,杨玉,张仁,王信,王鹤峰"
2913,光学设计,32.0,2.0,唐茜
2914,材料物理专门实验2,32.0,1.0,郭永利
2915,粒子物理导论,32.0,2.0,李荣
2916,核物理导论,48.0,3.0,毛施君
2917,凝聚态物理专业实验,32.0,1.0,"杨宏,冯雪红,耶红刚"
2918,凝聚态物理学导论,64.0,4.0,"夏明岗,刘杰"
2919,材料物理性质,32.0,2.0,周超
2920,材料研究方法,32.0,2.0,孔春才
2921,量子信息创新实验,32.0,1.0,"冯雪红,张沛,高宏,卫栋,王晨辉,王云龙,刘瑞丰"
2922,综合表达与写作,32.0,2.0,"杨森,赵铭姝,柯小琴"
2923,信息光学,48.0,3.0,刘瑞丰
2924,数字图像处理与分析,48.0,3.0,张俊武
2925,材料计算与模拟,32.0,2.0,杨涛
2926,科研训练I,32.0,1.0,高博
2927,科研训练II,32.0,1.0,高博
2928,科研训练II,32.0,1.0,赵迪
2929,科研训练I,32.0,1.0,赵迪
2930,科研训练I,32.0,1.0,冯俊
2931,科研训练II,32.0,1.0,冯俊
2932,非线性光学,32.0,2.0,卫栋
2933,纳米物理导论,32.0,2.0,"夏明岗,程曌芳"
2934,大数据技术与应用,32.0,2.0,"李清宏,王洋"
2935,谋与断：中国治理现代化的思与悟,32.0,2.0,"何晓晨,杜鸣溪,刘秋雨,王洋,杜海峰"
2936,当代中国公共管理与政策分析,32.0,2.0,"黎洁,王昕红,杨雪燕,卢丽,葛廷帅"
2937,宏观经济学Ⅲ,32.0,2.0,杜巍
2938,计量经济学,32.0,2.0,"李清宏,王洋,范小静"
2939,公共经济学,32.0,2.0,雍岚
2940,经典导读：集体行动的逻辑,16.0,1.0,"王洋,何晓晨,杜海峰"
2941,马尔萨斯《人口原理》,16.0,1.0,柳江华
2942,中国地方行政导论,32.0,2.0,崔瑞锋
2943,科研训练,32.0,1.0,范小静
2944,科研训练,32.0,1.0,石佳
2945,公共管理专业导论,16.0,1.0,"马伟,胡晗,李燕凌,朱正威,胡芳肖,杜海峰,董新宇,杨潇"
2946,公共管理研究方法,32.0,2.0,柳江华
2947,项目管理,32.0,2.0,石琛
2948,职业生涯规划,32.0,2.0,"马伟,胡晗"
2949,农村发展,32.0,2.0,"黎洁,李飞"
2950,政府公文写作,32.0,2.0,"梅红,刘瑞佳"
2951,管理运筹学,32.0,2.0,"郭雪松,马宁"
2952,应用统计学,64.0,4.0,"许永建,杨小军"
2953,应用统计学,64.0,4.0,"杨小军,许永建"
2954,公共政策学,32.0,2.0,刘慧君
2955,组织行为学Ⅱ,32.0,2.0,"周忠良,陆姣,孙雪姗"
2956,组织行为学Ⅱ,32.0,2.0,"周忠良,陆姣,孙雪姗"
2957,社会保险理论与实务,32.0,2.0,章芬
2958,劳动经济学,48.0,3.0,胡芳肖
2959,中国政府与政治制度,32.0,2.0,白萌
2960,国家公务员制度,32.0,2.0,白萌
2961,公共治理,32.0,2.0,"刘遥,刘晨晖"
2962,城市管理学,32.0,2.0,胡春萍
2963,电子政务,32.0,2.0,"马宁,刘晨晖"
2964,保险学,32.0,2.0,杨潇
2965,社会福利与优抚,32.0,2.0,毛瑛
2966,劳动关系学,32.0,2.0,"代秀亮,张泽滈"
2967,政府运作与管理,32.0,2.0,阎波
2968,政府与企业,32.0,2.0,"刘朔,杜鸣溪"
2969,中外政治思想史,32.0,2.0,吕书鹏
2970,国际政治,32.0,2.0,崔瑞锋
2971,智慧城市与城市计算,32.0,2.0,"崔鑫,金立文,贾国圣"
2972,城市空间数据获取与分析,16.0,1.0,许威
2973,人居环境大数据与多规合一综合设计1,128.0,4.0,"徐怡珊,程芳欣,甄蒙,孙露"
2974,热质交换原理与设备,32.0,2.0,"党政,徐晗"
2975,暖通空调,56.0,3.5,"张联英,关博文,张胜"
2976,建筑冷热源,48.0,3.0,"王沣浩,王志华"
2977,建筑设备自动控制,32.0,2.0,王军
2978,建筑环境综合实验-2,16.0,0.5,马从付
2979,暖通空调综合设计,96.0,3.5,"孔琼香,张联英,关博文"
2980,房屋建筑学,44.0,2.0,"黄晓林,孙萍萍,孙中豪"
2981,土木工程施工,32.0,2.0,"岳焱超,高云,罗冬"
2982,测量学,40.0,2.0,"罗冬,韩波"
2983,结构力学-1,64.0,4.0,张玲玲
2984,土木工程材料,46.0,2.0,"王剑云,侯健,侯月琴"
2985,弹性力学,32.0,2.0,张敬华
2986,工程经济与项目管理,24.0,1.5,"张玲玲,魏欣"
2987,混凝土结构设计,40.0,2.0,宋丽
2988,钢结构设计,40.0,2.0,薛晓敏
2989,桥梁工程,40.0,2.0,苏有华
2990,工程结构抗震,24.0,1.5,"马建勋,岳焱超,陈晓光"
2991,城市应急管理与防灾减灾,24.0,1.5,"许领,吴冰,魏欣,左璐,赵腾远,陆世锋"
2992,房地产开发与经营,32.0,2.0,张妮
2993,土木工程综合实验,48.0,2.0,"韩波,左璐"
2994,结构设计实践,32.0,1.0,"韩波,侯月琴"
2995,中外建筑艺术与欣赏,32.0,2.0,"王佳,刘天野"
2996,人居环境科学概论,16.0,1.0,"张硕英,曹象明,张定青,王新轲,WANG YUPENG,顾兆林,程燕"
2997,环境热力学,64.0,4.0,"张云伟,顾兆林,李进,陈美娟"
2998,环境生物学,56.0,3.0,"唐龙,刘宗宽,徐芙清,邓时海"
2999,生态学,48.0,3.0,"张凡,王俊淇"
3000,环境工程学,96.0,5.0,"石烜,梁继东,金鑫,王文东,徐芙清,刘宗宽,姜泽宇,田明姣"
3001,城市遥感技术,16.0,1.0,许威
3002,环境系统监测,32.0,2.0,陈美娟
3003,地球环境科学进展,32.0,2.0,"程海,蔡演军,王俊淇,高耀寰,姚远,孙长峰,李旭祥"
3004,普通地质学,32.0,2.0,"蔡演军,赵景耀,沙丽娟,张海伟"
3005,环境修复原理与技术II,32.0,2.0,"邱临静,吴一平"
3006,城市气象与极端灾害,40.0,2.0,"贝耐芳,张云伟,李瀚瑛,沙丽娟"
3007,中国历史建筑与传统文化,32.0,2.0,"张钰曌,王佳,YEO SOK YEE"
3008,思考，快与慢,16.0,1.0,张玲玲
3009,思考，快与慢,16.0,1.0,张玲玲
3010,海洋科学导论,32.0,2.0,"沙丽娟,李瀚瑛,蔡演军"
3011,创新创业实践II,120.0,3.0,崔鑫
3012,创新创业实践II,120.0,3.0,岳焱超
3013,创新创业实践II,120.0,3.0,王志华
3014,创新创业实践III,80.0,2.0,崔鑫
3015,创新创业实践III,80.0,2.0,岳焱超
3016,创新创业实践IV,40.0,1.0,崔鑫
3017,创新创业实践IV,40.0,1.0,岳焱超
3018,创新创业实践IV,40.0,1.0,王志华
3019,创新创业实践IV,40.0,1.0,张云伟
3020,创新创业实践I,160.0,4.0,崔鑫
3021,创新创业实践I,160.0,4.0,岳焱超
3022,创新创业实践I,160.0,4.0,王志华
3023,工程算法设计与模型求解,47.0,2.0,"张永海,方嘉宾"
3024,化工安全,32.0,1.5,"胡准,林波,陈磊"
3025,化学反应工程,48.0,2.5,"伊春海,谢涛"
3026,化工原理实验-1,16.0,0.5,张瑜
3027,化工原理-1,56.0,3.0,"魏进家,谢涛,欧鸿辉"
3028,化工原理-1,56.0,3.0,"康丽霞,李阳"
3029,工程热力学,40.0,2.5,"孙杰,王睿,杨福胜"
3030,流体力学,40.0,2.5,"方嘉宾,蔡柳溪"
3031,化工安全与环保,32.0,2.0,"胡准,黄正清,郭坤,卢柄璋,李贺"
3032,过程装备智能制造基础,32.0,2.0,"邓建强,何阳"
3033,过程设备设计,48.0,2.5,"侯雄坡,魏进家,齐宝金"
3034,过程装备控制技术,56.0,2.5,"张早校,吴小梅,吴震,侯雄坡"
3035,能源化工过程安全,36.0,2.0,"段权,宋岩,侯雄坡,柴孟瑜"
3036,过程流体机械,50.0,2.5,"李云,高秀峰,侯雄坡"
3037,化工分离过程,48.0,2.5,"李娜,黄哲庆"
3038,化工传递过程,52.0,2.5,"刘永忠,康丽霞"
3039,化工仪表及自动化,32.0,1.5,"闫孝红,周文静"
3040,化学工程与工艺实验,32.0,1.0,郝妙莉
3041,化工工艺学Ⅱ,24.0,1.5,"邓建强,曹峥"
3042,化工机械强度与振动,24.0,1.5,张海滨
3043,反应器设计,24.0,1.5,"王斯民,王家瑞,侯雄坡"
3044,过程装备腐蚀与防护Ⅰ,24.0,1.5,"胡海军,钟显康"
3045,环境治理与可持续发展,32.0,2.0,"齐随涛,周强,陈鑫,费强,姜召"
3046,全球气候史,32.0,2.0,"杜少华,陈啸,周强"
3047,科学的历程,32.0,2.0,"郑楠,补亚忠,黄占东"
3048,科学的历程,32.0,2.0,"郑楠,补亚忠,黄占东"
3049,资源、能源、环境和社会,32.0,2.0,"费强,杨庆远,刘敬军,魏进家"
3050,工程思维与创新,32.0,2.0,"黄占东,杨小平"
3051,身边的化工,32.0,2.0,"胡超,陈磊"
3052,《薛定谔生命物理学讲义》导读,16.0,1.0,"郭坤,蔡柳溪,陈磊"
3053,《薛定谔生命物理学讲义》导读,16.0,1.0,"郭佳鑫,翁林,舒程勇"
3054,易经的智慧,32.0,2.0,"张华承,于萌,李博,黄博"
3055,易经的智慧,32.0,2.0,"张华承,于萌,李博,黄博"
3056,最耀眼的思维火花—漫话科学思维,32.0,2.0,"蔡柳溪,王振嵩,余小玲"
3057,分子“乐高”晶体，魅力新材料,32.0,2.0,"张文祥,马和平"
3058,不立危墙之下：安全科技概论,32.0,2.0,"柴孟瑜,杨卷"
3059,史话春秋战国：《东周列国志》导读,16.0,1.0,任丹
3060,创新项目设计,32.0,1.0,"刘永忠,康丽霞"
3061,创新科研训练,64.0,2.0,齐宝金
3062,化工设计,80.0,3.0,"黄哲庆,康丽霞"
3063,人体分子与细胞-Ⅰ,64.0,4.0,"李冬民,杨娟,秦棪楠,赵柏林,郑芳,杨旭东"
3064,基本科研素养,24.0,1.5,"刘进军,刘利英,赵四海,张澍,陈莉娜,翟中会,李冬民,孟列素"
3065,基本科研素养,24.0,1.5,"刘进军,刘利英,赵四海,张澍,陈莉娜,翟中会,李冬民,孟列素"
3066,人体分子与细胞,64.0,4.0,"李冬民,武一,杨娟,杨旭东,李海韵,陈妍珂"
3067,医学实验动物学,32.0,1.5,"刘恩岐,王蓉,白亮,屈鹏祥,王维蓉,赵四海,郭龙"
3068,药理学,48.0,3.0,"贺建宇,周筠,史小莲,贺熙"
3069,医学前沿专题,48.0,3.0,"吕海侠,霍福权,陈新林,梁玲利,张莉,姚璐,张保军,侯玉柱,张明真,康玉明,徐佳曦,刘进军,吴春生,杜立萍,吕社民,李冬民,郑芳,闫继东,朱文华,高丹"
3070,医工学基础,32.0,2.0,"刘进军,孟列素,和水祥,王渊,吴春生,杜立萍,庄健,王健,张德文"
3071,健康与疾病,32.0,2.0,"卢新兰,邓景元,黄省利,路万虹,周灿,高杨,施秉银"
3072,医用电子学,32.0,2.0,张方
3073,医用电子学,32.0,2.0,张方
3074,基因的奥秘,32.0,2.0,王福
3075,健康素养导论,32.0,2.0,"黄珊,毛国超,赵永林,杜冲,刘棣"
3076,病毒与人,32.0,2.0,"侯彦丽,高雅,赵玉杰,张小玲,王岗"
3077,人体的奥秘,32.0,2.0,陈丽
3078,中医理论与实践,32.0,2.0,"包涛,窦建卫"
3079,《探索大脑》导读,16.0,1.0,"徐佳曦,黄宁,杨睿"
3080,医学史,24.0,1.5,"宋彬,王明旭"
3081,医学史,24.0,1.5,"宋彬,王明旭"
3082,基础科研训练,0.0,2.0,吕海侠
3083,口腔基础技能训练,80.0,2.0,"裴丹丹,王方,侯琳娜,张雨萌"
3084,口腔基础技能训练,80.0,2.0,"裴丹丹,王方,侯琳娜,张雨萌"
3085,护理人文素养,48.0,2.5,"周凯娜,方华,王小琴,杨磊"
3086,护理学导论,48.0,2.5,"李小妹,李津,张婧珺,杨磊,周凯娜"
3087,生物物理学,32.0,2.0,"吴春生,杜立萍,陈炜,蔡文,张德文,杜宝吉,王健"
3088,生物物理学,32.0,2.0,"吴春生,杜立萍,陈炜,蔡文,张德文,杜宝吉,王健"
3089,生物统计学,32.0,1.5,"赵亚玲,李强"
3090,口腔医学导论,16.0,1.0,"董茜茜,董炜疆,虎小毅,侯玉霞,牛林,陈悦,高江红,刘中博"
3091,化学专业导论课,16.0,1.0,"肖春辉,魏巍,张彦峰,丁书江,孙源慧,杨鸿辉,苏亚琼,成一龙"
3092,物理及化学基础实验,64.0,2.0,"白艳红,向丹,朱敏"
3093,基础化学Ⅰ,32.0,2.0,李健军
3094,无机化学Ⅰ-2,32.0,2.0,"张雯,李瑜"
3095,无机化学Ⅰ-2,32.0,2.0,"张雯,李瑜"
3096,现代仪器分析,32.0,2.0,胡敏
3097,分析化学,96.0,5.0,李银环
3098,分析化学,96.0,5.0,"吕东梅,孙源慧"
3099,医用近代仪器分析,32.0,2.0,潘爱钊
3100,医用近代仪器分析,32.0,2.0,许昭
3101,医用近代仪器分析,32.0,2.0,李健军
3102,物质结构与性质-有机篇,88.0,4.0,王丽娟
3103,物质结构与性质-有机篇,88.0,4.0,刘乐
3104,大学化学,48.0,3.0,王婉秦
3105,大学化学,48.0,3.0,"张雯,张莹"
3106,大学化学,48.0,3.0,张祯
3107,大学化学实验,32.0,1.0,郑阿群
3108,大学化学实验,32.0,1.0,江新兵
3109,大学化学实验,32.0,1.0,张莹
3110,大学化学实验,32.0,1.0,杜姣姣
3111,大学化学实验,32.0,1.0,贾钦相
3112,大学化学实验,32.0,1.0,李芬
3113,大学化学实验,32.0,1.0,王婉秦
3114,大学化学实验,32.0,1.0,杨国鑫
3115,大学化学实验,32.0,1.0,郑阿群
3116,医用有机化学,64.0,4.0,许昭
3117,医用有机化学,64.0,4.0,饶彬
3118,医用有机化学,64.0,4.0,李洋
3119,医用有机化学,64.0,4.0,白艳红
3120,医用有机化学,64.0,4.0,焦佼
3121,医用有机化学,64.0,4.0,唐玉海
3122,医用有机化学,64.0,4.0,孙源慧
3123,医用有机化学,64.0,4.0,王丽娟
3124,医用有机化学实验,48.0,1.5,李宝平
3125,医用有机化学实验,48.0,1.5,张军杰
3126,医用有机化学实验,48.0,1.5,林培玲
3127,医用有机化学实验,48.0,1.5,李宝平
3128,医用有机化学实验,48.0,1.5,吕东梅
3129,医用有机化学实验,48.0,1.5,王丽娟
3130,医用有机化学实验,48.0,1.5,李宝平
3131,医用有机化学实验,48.0,1.5,李健军
3132,医用有机化学实验,48.0,1.5,许昭
3133,医用有机化学实验,48.0,1.5,林培玲
3134,医用有机化学实验,48.0,1.5,白艳红
3135,医用有机化学实验,48.0,1.5,李健军
3136,医用有机化学实验,48.0,1.5,李健军
3137,医用有机化学实验,48.0,1.5,许昭
3138,医用有机化学实验,48.0,1.5,许昭
3139,医用有机化学实验,48.0,1.5,林培玲
3140,医用有机化学实验,48.0,1.5,张向荣
3141,医用有机化学实验,48.0,1.5,王丽娟
3142,医用有机化学实验,48.0,1.5,李宝平
3143,医用有机化学实验,48.0,1.5,李健军
3144,医用有机化学实验,48.0,1.5,白艳红
3145,医用有机化学实验,48.0,1.5,师仁义
3146,医用有机化学实验,48.0,1.5,许昭
3147,医用有机化学实验,48.0,1.5,刘宏浪
3148,医用有机化学实验,48.0,1.5,王丽娟
3149,医用有机化学实验,48.0,1.5,许昭
3150,医用有机化学实验,48.0,1.5,张向荣
3151,医用有机化学实验,48.0,1.5,李健军
3152,医用有机化学实验,48.0,1.5,卢轩
3153,医用有机化学实验,48.0,1.5,张东阳
3154,医用有机化学实验,48.0,1.5,刘宏浪
3155,医用有机化学实验,48.0,1.5,张向荣
3156,医用有机化学实验,48.0,1.5,卢轩
3157,医用有机化学实验,48.0,1.5,师仁义
3158,医用有机化学实验,48.0,1.5,王丽娟
3159,医用有机化学实验,48.0,1.5,王丽娟
3160,医用有机化学实验,48.0,1.5,吕东梅
3161,普通化学原理-2,64.0,3.0,胡敏
3162,物理化学Ⅲ,112.0,5.5,魏巍
3163,物理化学Ⅱ,64.0,4.0,岳岭
3164,有机化学Ⅲ,48.0,3.0,郭丽娜
3165,有机化学Ⅲ,48.0,3.0,高品
3166,有机化学Ⅲ,48.0,3.0,王婉秦
3167,无机与分析化学实验,32.0,1.0,向丹
3168,无机与分析化学实验,32.0,1.0,高培红
3169,无机与分析化学实验,32.0,1.0,韩甜
3170,无机与分析化学实验,32.0,1.0,梁军艳
3171,无机与分析化学,48.0,3.0,李银环
3172,无机与分析化学,48.0,3.0,杨晓龙
3173,储能化学基础实验-2,16.0,0.5,王耿
3174,储能化学基础-2,48.0,3.0,"高国新,周桂江,肖春辉"
3175,分析化学Ⅰ,32.0,2.0,李银环
3176,分析化学Ⅰ,32.0,2.0,漆贺同
3177,分析化学实验Ⅰ,32.0,1.0,高瑞霞
3178,分析化学实验Ⅰ,32.0,1.0,高瑞霞
3179,分析化学实验Ⅰ,32.0,1.0,李银环
3180,无机化学实验Ⅰ-2,64.0,2.0,张雯
3181,无机化学实验Ⅰ-2,64.0,2.0,胡敏
3182,无机化学实验Ⅰ-2,64.0,2.0,张雯
3183,无机化学实验Ⅰ-2,64.0,2.0,胡敏
3184,现代仪器分析,48.0,3.0,梁军艳
3185,有机化学I-2,64.0,4.0,段新华
3186,物理化学,56.0,3.5,卜腊菊
3187,分析化学实验Ⅱ,32.0,1.0,李银环
3188,现代仪器分析,40.0,2.5,胡敏
3189,现代仪器分析实验,32.0,1.0,"郑阿群,张军杰"
3190,现代仪器分析实验,32.0,1.0,"郑阿群,张军杰"
3191,现代仪器分析实验,32.0,1.0,"郑阿群,张军杰"
3192,现代仪器分析实验,32.0,1.0,"胡敏,丁大伟"
3193,现代仪器分析实验,32.0,1.0,"胡敏,丁大伟"
3194,现代仪器分析实验,32.0,1.0,"杜姣姣,李芬"
3195,现代仪器分析实验,32.0,1.0,"杜姣姣,李芬"
3196,现代仪器分析实验,32.0,1.0,"杜姣姣,李芬"
3197,现代仪器分析实验,32.0,1.0,"胡敏,丁大伟"
3198,现代仪器分析实验,32.0,1.0,"杨国鑫,杨帆"
3199,现代仪器分析实验,32.0,1.0,"杨国鑫,杨帆"
3200,物理化学Ⅱ,32.0,2.0,苏亚琼
3201,物理化学Ⅱ,32.0,2.0,王栋东
3202,物理化学实验-1,32.0,1.0,王耿
3203,物理化学实验-1,32.0,1.0,王耿
3204,物理化学实验-1,32.0,1.0,王栋东
3205,物理化学实验-1,32.0,1.0,王耿
3206,物理化学实验-1,32.0,1.0,岳岭
3207,物理化学实验-1,32.0,1.0,王耿
3208,物理化学实验-1,32.0,1.0,岳岭
3209,物理化学实验-1,32.0,1.0,吴勇
3210,物理化学实验-1,32.0,1.0,岳岭
3211,物理化学实验-1,32.0,1.0,吴勇
3212,物理化学实验-1,32.0,1.0,王栋东
3213,物理化学实验-1,32.0,1.0,王耿
3214,有机化学实验-1,32.0,1.0,王婉秦
3215,有机化学实验-1,32.0,1.0,熊礼龙
3216,有机化学实验-1,32.0,1.0,朱敏
3217,有机化学实验-1,32.0,1.0,熊礼龙
3218,有机化学实验-1,32.0,1.0,王婉秦
3219,有机化学实验-1,32.0,1.0,马鹏琛
3220,有机化学实验-1,32.0,1.0,张莹
3221,有机化学实验-1,32.0,1.0,朱敏
3222,有机化学实验-1,32.0,1.0,王婉秦
3223,物理化学Ⅰ-1,64.0,4.0,"赵翔,魏巍,李骁勇,王栋东"
3224,有机化学实验-2,80.0,2.5,高品
3225,有机化学实验-2,80.0,2.5,王卫林
3226,有机化学实验-2,80.0,2.5,张军杰
3227,有机化学实验-2,80.0,2.5,张军杰
3228,有机化学实验-2,80.0,2.5,"白艳红,马鹏琛"
3229,储能原理-1,48.0,3.0,"高国新,丁书江"
3230,高等分析化学,32.0,2.0,高瑞霞
3231,化学绘图基础,32.0,2.0,周桂江
3232,有机合成化学,32.0,2.0,郭丽娜
3233,电化学基础,32.0,2.0,肖春辉
3234,有机光电原理及应用,32.0,2.0,"周桂江,杨晓龙,王栋东,孙源慧"
3235,能源化学创新实验,48.0,1.5,高国新
3236,合成化学创新实验,48.0,1.5,高国新
3237,配位化学,32.0,2.0,卜腊菊
3238,材料化学基础,32.0,2.0,于德梅
3239,化学生物学基础,32.0,2.0,孙杨
3240,高分子化学,32.0,2.0,"成一龙,张彦峰"
3241,高分子化学,32.0,2.0,"张彦峰,成一龙"
3242,无机制备化学,32.0,2.0,"梁军艳,熊礼龙"
3243,电化学基础,48.0,3.0,肖春辉
3244,高分子物理,32.0,2.0,"井新利,王淑娟"
3245,应用电化学,32.0,2.0,徐明
3246,有机结构分析,32.0,2.0,胡明友
3247,绿色化学,32.0,2.0,王优良
3248,量子化学,48.0,3.0,岳岭
3249,化学与人类文明,32.0,2.0,"张雯,李静"
3250,化学与人类文明,32.0,2.0,"张雯,李静"
3251,化学与人类文明,32.0,2.0,王丽娟
3252,化学与人类文明,32.0,2.0,许昭
3253,分析化学与社会发展,32.0,2.0,"许昭,王婉秦"
3254,分析化学与社会发展,32.0,2.0,"许昭,王婉秦"
3255,化美生活——化妆品赏析与探秘,40.0,2.0,"张雯,林培玲,张彦峰"
3256,化美生活——化妆品赏析与探秘,40.0,2.0,"成一龙,龚红红,林培玲"
3257,化美生活——化妆品赏析与探秘,40.0,2.0,"林培玲,葛治伸,王淑娟"
3258,认知觉醒,16.0,1.0,"王美玲,徐慧,张志成"
3259,《元素的盛宴》导读,16.0,1.0,吕东梅
3260,美食与化学,32.0,2.0,"张磊,郑红,赵翔"
3261,科研训练-3,32.0,1.0,吕东梅
3262,科研训练-3,32.0,1.0,吕东梅
3263,科研训练-3,32.0,1.0,吕东梅
3264,经济学导论,32.0,2.0,秦波涛
3265,经济学的思维方式,32.0,2.0,俞炜华
3266,华尔街如何管理金融风险：交大财富课,32.0,2.0,张国平
3267,中级微观经济学Intermediate Microeconomics,64.0,4.0,周翔翼
3268,中级宏观经济学Intermediate Macroeconomics,64.0,4.0,张一
3269,产业经济学Industrial Economics,48.0,3.0,郭誉森
3270,时间序列分析Time Series Analysis,48.0,3.0,Jae-Yoon Kim
3271,金融学原理,48.0,3.0,赵媛
3272,货币银行学Money and Banking,32.0,2.0,侯晓辉
3273,金融市场学,32.0,2.0,周翔翼
3274,金融风险管理Financial Risk Management,32.0,2.0,张国平
3275,经济学与社会,16.0,1.0,俞炜华
3276,经济学与历史,32.0,2.0,俞炜华
3277,Essentials Of Finance,150.0,5.0,李晶
3278,Introduction To Macroeconomics,150.0,5.0,张一
3279,Maths for Economics and Business,150.0,5.0,"胡琳,Jae-Yoon Kim"
3280,改变世界的十二个发现,32.0,2.0,赵一凡
3281,测控技术导论,16.0,1.0,"杨青,汤晓君"
3282,智能感知工程导论,16.0,1.0,王琛英
3283,工程光学-2,32.0,2.0,王昭
3284,工程光学-2,32.0,2.0,贾书海
3285,工程光学-2,32.0,2.0,王昭
3286,MEMS技术及应用,40.0,2.0,韩枫
3287,MEMS技术及应用,40.0,2.0,"韩枫,卢德江"
3288,MEMS技术及应用,40.0,2.0,"王海容,卢德江"
3289,误差理论与数据处理,32.0,2.0,刘懿莹
3290,误差理论与数据处理,32.0,2.0,李支康
3291,误差理论与数据处理,32.0,2.0,李支康
3292,自动化专业概论,16.0,1.0,蔡远利
3293,储能系统检测与估计,32.0,2.0,张乐
3294,运筹学I,48.0,3.0,周玉洲
3295,运筹学I,48.0,3.0,兰钰
3296,运筹学I,48.0,3.0,吴江
3297,运筹学I,48.0,3.0,叶洪兴
3298,运筹学I,48.0,3.0,徐占伯
3299,运筹学II,32.0,2.0,鄢超波
3300,自动控制原理 I 下,32.0,2.0,"杨清宇,张萌"
3301,自动控制原理 I 下,32.0,2.0,朱洪艳
3302,自动控制原理 I 下,32.0,2.0,"李东鹤,武成帅"
3303,运动控制系统（钱）,48.0,2.5,刘小勇
