S#,C#,GRADE
60563685,1930,35
60563685,2048,39
60563685,1233,51
60563685,1041,92
60563685,0385,65
60563685,1759,90
60563685,0693,59
60563685,1659,100
60563685,1350,32
60563685,2798,56
60563685,0236,31
60563685,3071,94
60563685,0200,78
60563685,2816,38
75107326,1074,91
75107326,2853,57
75107326,0478,66
75107326,3560,44
75107326,3339,90
75107326,0057,87
75107326,1686,70
75107326,0380,76
75107326,2122,30
75107326,3459,74
75107326,0369,32
75107326,3287,59
75107326,0869,30
75107326,2262,37
75107326,0609,90
75107326,1318,45
75107326,1933,59
75107326,2326,58
75107326,3304,50
75107326,2283,84
80331484,0572,43
80331484,2685,74
80331484,1863,48
80331484,0600,89
80331484,1314,82
80331484,0270,88
80331484,2671,57
80331484,3404,83
80331484,0585,68
80331484,3463,97
80331484,3374,97
80331484,1374,35
80331484,3566,63
80331484,0308,46
80331484,1901,63
80331484,1809,49
80331484,0113,50
80331484,2313,85
80331484,3388,64
80331484,1916,39
73427888,0983,86
73427888,0603,68
73427888,2973,55
73427888,2843,89
73427888,1789,40
73427888,1910,51
73427888,1418,81
73427888,1954,79
73427888,0805,37
73427888,2364,57
73427888,2067,96
73427888,3271,90
73427888,1104,37
73427888,1645,95
73427888,2539,52
73427888,3096,39
73427888,0559,58
73427888,0366,49
73427888,2374,68
73427888,1362,68
47025313,2137,70
47025313,0060,81
47025313,0021,35
47025313,0010,91
47025313,2296,46
47025313,1191,39
47025313,0625,64
47025313,0861,44
47025313,1839,40
47025313,3548,83
47025313,3336,90
47025313,2960,85
47025313,3364,45
47025313,2768,96
47025313,3401,81
47025313,0630,31
47025313,3119,66
47025313,0763,74
47025313,2608,61
47025313,0250,86
54496517,0240,74
54496517,2982,65
54496517,3402,77
54496517,1800,76
54496517,0366,77
54496517,0728,40
54496517,1794,42
54496517,0547,69
54496517,0508,50
54496517,1052,40
54496517,2886,60
54496517,2846,34
54496517,0352,45
54496517,1456,96
54496517,0182,86
54496517,0162,43
54496517,3383,94
54496517,1758,53
54496517,2201,82
54496517,0080,77
98472916,2459,75
98472916,2488,36
98472916,1460,88
98472916,3571,66
98472916,1277,95
98472916,1718,86
98472916,2495,45
98472916,0405,73
98472916,0602,81
98472916,2322,44
98472916,1257,45
98472916,0666,58
98472916,0338,61
98472916,0237,56
98472916,1741,46
98472916,3010,71
98472916,0681,89
98472916,3257,98
98472916,2703,49
98472916,1640,82
30957940,3133,64
30957940,2873,89
30957940,0696,45
30957940,1380,100
30957940,1679,70
30957940,3061,82
30957940,3630,60
30957940,0679,66
30957940,2744,46
30957940,1739,31
30957940,0181,93
30957940,3288,63
30957940,0636,60
30957940,0966,71
30957940,1608,42
30957940,1669,63
30957940,1908,61
30957940,2126,37
30957940,2368,51
30957940,1221,84
44053482,1591,54
44053482,1410,62
44053482,0411,92
44053482,2920,44
44053482,0962,79
44053482,3654,37
44053482,3497,34
44053482,1977,64
44053482,1199,84
44053482,2600,66
44053482,2855,83
44053482,1987,30
44053482,0675,92
44053482,3102,66
44053482,0272,46
44053482,1967,50
44053482,3094,100
44053482,3630,49
44053482,0040,90
44053482,0896,79
61156400,3145,57
61156400,1346,45
61156400,2352,72
61156400,0331,96
61156400,2291,48
61156400,0272,56
61156400,3042,69
61156400,2382,83
61156400,0555,36
61156400,2977,72
61156400,3265,91
61156400,0085,53
61156400,1555,99
61156400,0684,55
61156400,0779,30
61156400,0418,30
61156400,0971,67
61156400,3437,76
61156400,1213,98
61156400,1778,67
12693119,2148,70
12693119,0489,56
12693119,2139,62
12693119,3089,85
12693119,2975,90
12693119,2685,51
12693119,1473,53
12693119,0806,64
12693119,2212,60
12693119,1903,40
12693119,2989,98
12693119,2251,51
12693119,0776,47
12693119,2739,56
12693119,1775,79
12693119,1236,99
12693119,1287,95
12693119,0746,87
12693119,2013,61
12693119,2188,47
87122723,2426,86
87122723,0981,98
87122723,3101,53
87122723,0367,77
87122723,1138,65
87122723,2745,30
87122723,3207,87
87122723,2505,47
87122723,3652,40
87122723,2889,57
87122723,2884,72
87122723,0170,43
87122723,0116,79
87122723,2891,59
87122723,0583,99
87122723,0375,56
87122723,1706,38
87122723,1981,50
87122723,1067,42
87122723,0787,69
51291582,3366,39
51291582,3254,44
51291582,3235,93
51291582,3403,81
51291582,1994,73
51291582,3549,86
51291582,1863,97
51291582,1666,46
51291582,3644,88
51291582,2557,34
51291582,2569,75
51291582,1194,54
51291582,2841,37
51291582,2272,70
51291582,0888,60
51291582,1020,71
51291582,3346,65
51291582,0133,94
51291582,0507,33
51291582,2339,100
99206326,0262,67
99206326,1220,56
99206326,3545,34
99206326,2252,53
99206326,3069,83
99206326,1007,89
99206326,1944,68
99206326,2385,64
99206326,0899,98
99206326,2566,49
99206326,2485,44
99206326,0586,75
99206326,1918,37
99206326,1751,75
99206326,1174,39
99206326,1191,35
99206326,1488,57
99206326,1696,83
99206326,0624,87
99206326,2772,51
73879334,0414,87
73879334,1924,99
73879334,1892,84
73879334,1451,77
73879334,0719,97
73879334,1647,52
73879334,3329,94
73879334,2987,48
73879334,3044,68
73879334,0237,74
73879334,1013,99
73879334,3205,91
73879334,0755,63
73879334,1589,30
73879334,3510,54
73879334,2749,99
73879334,0493,75
73879334,2805,35
73879334,0779,62
73879334,1122,56
15263726,1451,42
15263726,3123,83
15263726,0903,78
15263726,0996,33
15263726,3470,80
15263726,3256,66
15263726,1413,59
15263726,1456,62
15263726,0652,53
15263726,0648,96
15263726,0575,74
15263726,0347,34
15263726,1737,36
15263726,0256,35
15263726,2723,48
15263726,3652,42
15263726,0438,53
15263726,3013,35
15263726,0405,68
15263726,1085,49
19669209,1895,85
19669209,0256,56
19669209,0374,40
19669209,3108,69
19669209,3323,91
19669209,0031,82
19669209,2559,46
19669209,1174,98
19669209,2248,95
19669209,0966,44
19669209,2122,51
19669209,1469,59
19669209,1866,47
19669209,2424,67
19669209,3317,34
19669209,1327,32
19669209,1780,69
19669209,1142,86
19669209,1844,92
19669209,1630,42
55410850,0169,94
55410850,3556,37
55410850,0801,44
55410850,2174,87
55410850,3341,34
55410850,0655,49
55410850,3207,54
55410850,1213,90
55410850,1112,78
55410850,0575,50
55410850,2473,99
55410850,2106,100
55410850,3588,48
55410850,1045,67
55410850,3116,91
55410850,0271,91
55410850,0608,49
55410850,3223,89
55410850,2831,30
55410850,2656,30
50841216,1636,80
50841216,2987,80
50841216,1517,79
50841216,2286,90
50841216,2355,83
50841216,1044,82
50841216,2601,35
50841216,1603,78
50841216,2864,59
50841216,2347,39
50841216,3622,58
50841216,0159,92
50841216,0133,46
50841216,2363,86
50841216,0540,92
50841216,1679,84
50841216,2709,44
50841216,2269,68
50841216,0704,81
50841216,0998,43
67475031,2689,35
67475031,2264,79
67475031,0433,90
67475031,0652,91
67475031,1576,58
67475031,1849,93
67475031,3326,70
67475031,1711,47
67475031,2636,77
67475031,1930,95
67475031,3038,31
67475031,3657,77
67475031,0855,89
67475031,3625,75
67475031,0818,59
67475031,2178,80
67475031,0008,64
67475031,2122,31
67475031,2935,55
67475031,2199,59
21667655,2004,70
21667655,0229,33
21667655,0554,63
21667655,1365,52
21667655,2640,69
21667655,2400,86
21667655,1409,71
21667655,1470,77
21667655,2575,46
21667655,3600,73
21667655,0900,37
21667655,1681,61
21667655,3052,47
21667655,1469,85
21667655,1007,98
21667655,1794,66
21667655,0742,66
21667655,2706,46
21667655,0151,40
21667655,1485,31
77051723,1891,60
77051723,1025,51
77051723,1105,48
77051723,0477,47
77051723,0212,90
77051723,3164,80
77051723,2724,66
77051723,1441,54
77051723,1367,40
77051723,2047,50
77051723,0183,38
77051723,3142,80
77051723,2223,76
77051723,0319,51
77051723,1202,71
77051723,2278,93
77051723,1281,44
77051723,2108,96
77051723,3610,88
77051723,0975,62
87248688,3103,64
87248688,1070,90
87248688,1395,54
87248688,2635,39
87248688,0232,81
87248688,1681,37
87248688,3198,78
87248688,3414,75
87248688,2728,89
87248688,1243,83
87248688,2302,58
87248688,3167,38
87248688,1052,46
87248688,1779,43
87248688,1471,61
87248688,0459,84
87248688,2758,90
87248688,3338,89
87248688,3076,92
87248688,3590,37
75062112,2212,77
75062112,1158,38
75062112,2827,92
75062112,1329,92
75062112,3464,80
75062112,1389,95
75062112,1943,98
75062112,2686,51
75062112,2928,42
75062112,3433,98
75062112,0129,61
75062112,3413,69
75062112,2317,49
75062112,1606,59
75062112,2801,59
75062112,0706,57
75062112,0792,52
75062112,2018,40
75062112,1203,72
75062112,1247,33
38905628,2049,85
38905628,3612,30
38905628,0548,67
38905628,1971,90
38905628,0335,41
38905628,0179,77
38905628,1949,50
38905628,1407,61
38905628,1169,54
38905628,1301,89
38905628,0931,70
38905628,1265,61
38905628,0723,90
38905628,1297,86
38905628,2286,89
38905628,1143,75
38905628,1359,49
38905628,1086,86
38905628,1844,90
38905628,0287,37
99953480,2650,38
99953480,3020,56
99953480,0182,86
99953480,1007,30
99953480,3452,95
99953480,3012,94
99953480,3086,76
99953480,2670,94
99953480,2856,94
99953480,3662,79
99953480,3312,82
99953480,1894,37
99953480,0051,41
99953480,0345,98
99953480,1439,63
99953480,0939,76
99953480,0006,59
99953480,3659,32
99953480,0040,61
99953480,2312,40
47348244,2909,41
47348244,2889,38
47348244,2251,61
47348244,3664,95
47348244,0595,80
47348244,1725,59
47348244,3200,93
47348244,2838,88
47348244,2505,98
47348244,2991,73
47348244,3254,46
47348244,1135,62
47348244,1084,66
47348244,0880,86
47348244,3238,100
47348244,0906,65
47348244,1465,61
47348244,2024,65
47348244,2740,78
47348244,1793,34
34342192,2779,78
34342192,1944,49
34342192,2469,68
34342192,2873,54
34342192,0739,41
34342192,3576,39
34342192,2249,42
34342192,1312,80
34342192,3082,75
34342192,2461,59
34342192,1047,90
34342192,1836,64
34342192,3584,31
34342192,3551,68
34342192,0815,35
34342192,1750,98
34342192,1968,30
34342192,1577,60
34342192,1322,41
34342192,0835,87
22363027,2293,42
22363027,1947,72
22363027,1926,39
22363027,0648,88
22363027,2581,33
22363027,3096,44
22363027,1693,65
22363027,0664,85
22363027,0151,86
22363027,0556,80
22363027,3124,96
22363027,1174,96
22363027,0350,44
22363027,3285,49
22363027,1163,55
22363027,3101,79
22363027,3159,74
22363027,2725,92
22363027,0812,95
22363027,0934,41
46281877,2522,37
46281877,0674,49
46281877,2535,30
46281877,1074,61
46281877,0466,30
46281877,0051,68
46281877,1764,73
46281877,1098,48
46281877,1739,72
46281877,2278,80
46281877,1666,45
46281877,3556,76
46281877,0313,58
46281877,3388,72
46281877,3568,91
46281877,1830,55
46281877,1209,41
46281877,1094,75
46281877,3021,61
46281877,1740,70
54826539,0776,75
54826539,3545,65
54826539,0289,33
54826539,2548,52
54826539,3556,47
54826539,2592,99
54826539,1414,78
54826539,0966,66
54826539,3634,83
54826539,0359,35
54826539,1921,84
54826539,0937,75
54826539,2947,50
54826539,2296,74
54826539,3471,51
54826539,0970,93
54826539,1772,34
54826539,2774,36
54826539,1050,97
54826539,2512,76
60132321,1848,74
60132321,1249,55
60132321,1684,42
60132321,2964,71
60132321,2156,56
60132321,3083,60
60132321,2235,44
60132321,0557,45
60132321,1850,37
60132321,0379,52
60132321,1555,50
60132321,3665,43
60132321,3296,54
60132321,1889,71
60132321,3396,92
60132321,0869,40
60132321,2622,95
60132321,2873,96
60132321,2095,95
60132321,1201,70
26788022,2251,74
26788022,0928,64
26788022,3319,53
26788022,3523,40
26788022,2667,100
26788022,3284,70
26788022,1647,70
26788022,1112,76
26788022,2587,64
26788022,2204,60
26788022,0876,59
26788022,0077,72
26788022,0568,75
26788022,2771,100
26788022,2748,85
26788022,2235,88
26788022,0468,42
26788022,1438,51
26788022,2430,39
26788022,1760,51
11905971,3231,58
11905971,0538,67
11905971,3490,72
11905971,2738,72
11905971,2600,77
11905971,3270,32
11905971,1081,74
11905971,0820,84
11905971,1835,93
11905971,0603,90
11905971,1902,78
11905971,1656,74
11905971,2811,68
11905971,2027,89
11905971,3150,96
11905971,1329,71
11905971,1241,100
11905971,2012,100
11905971,1719,42
11905971,0533,59
19354174,1260,79
19354174,2885,71
19354174,2410,85
19354174,0099,34
19354174,3218,37
19354174,1901,78
19354174,2807,72
19354174,0805,56
19354174,2130,89
19354174,2628,90
19354174,2274,93
19354174,1929,74
19354174,3600,45
19354174,3003,46
19354174,1512,44
19354174,2641,69
19354174,2830,56
19354174,0474,92
19354174,0346,59
19354174,1114,75
22564575,2869,98
22564575,0374,40
22564575,2192,64
22564575,3318,33
22564575,1140,68
22564575,1342,46
22564575,1919,97
22564575,3629,83
22564575,3540,89
22564575,0615,47
22564575,2256,32
22564575,3055,92
22564575,0910,66
22564575,2377,43
22564575,0987,45
22564575,2198,49
22564575,2401,93
22564575,0454,57
22564575,1554,72
22564575,3314,86
16240168,0334,54
16240168,1893,35
16240168,2600,40
16240168,3536,59
16240168,3554,43
16240168,2367,91
16240168,3549,93
16240168,0632,58
16240168,0124,97
16240168,2586,84
16240168,0686,86
16240168,1146,71
16240168,2095,49
16240168,2647,64
16240168,0656,90
16240168,0996,99
16240168,0434,40
16240168,0412,98
16240168,2880,54
16240168,1190,73
44171296,2351,41
44171296,0770,67
44171296,1067,80
44171296,0886,48
44171296,3342,99
44171296,2894,84
44171296,0381,70
44171296,1482,57
44171296,0351,93
44171296,3460,81
44171296,0182,47
44171296,1480,33
44171296,1075,64
44171296,3205,30
44171296,3492,52
44171296,1149,55
44171296,3253,60
44171296,0180,45
44171296,2567,38
44171296,0355,70
94679323,0994,97
94679323,2750,62
94679323,2515,71
94679323,0735,36
94679323,0768,69
94679323,1461,57
94679323,2755,84
94679323,1505,36
94679323,1389,53
94679323,2456,98
94679323,0653,48
94679323,3131,42
94679323,2714,100
94679323,2386,47
94679323,3378,85
94679323,1376,88
94679323,2010,45
94679323,2959,97
94679323,3325,47
94679323,2023,94
66791985,0436,74
66791985,1128,87
66791985,3434,65
66791985,3169,94
66791985,3213,72
66791985,0307,80
66791985,0821,73
66791985,3177,36
66791985,1327,40
66791985,2550,31
66791985,2830,68
66791985,1495,32
66791985,2571,90
66791985,0023,77
66791985,0731,59
66791985,3611,74
66791985,0922,41
66791985,1930,75
66791985,1425,85
66791985,2855,82
71252890,1017,41
71252890,3600,62
71252890,3591,99
71252890,2575,92
71252890,3217,98
71252890,2399,86
71252890,1847,46
71252890,1873,55
71252890,3663,61
71252890,3556,42
71252890,3363,47
71252890,1499,76
71252890,2707,46
71252890,2489,78
71252890,1615,33
71252890,2835,98
71252890,1797,68
71252890,1054,91
71252890,2670,41
71252890,3334,54
54015155,2485,54
54015155,2977,51
54015155,0943,57
54015155,0616,38
54015155,3546,74
54015155,1346,51
54015155,1318,43
54015155,3285,95
54015155,1684,88
54015155,3633,62
54015155,3516,58
54015155,3586,84
54015155,1303,82
54015155,0256,76
54015155,3274,44
54015155,0961,48
54015155,1769,99
54015155,1464,88
54015155,1195,66
54015155,1982,44
27019141,3553,57
27019141,0742,91
27019141,2790,87
27019141,0023,62
27019141,2724,35
27019141,3491,66
27019141,3476,85
27019141,2474,46
27019141,3327,60
27019141,1107,61
27019141,2832,79
27019141,3651,92
27019141,3564,69
27019141,1064,95
27019141,0532,100
27019141,0547,56
27019141,3013,59
27019141,2993,44
27019141,1309,67
27019141,0204,64
83240667,3014,90
83240667,3064,45
83240667,1335,72
83240667,1202,34
83240667,1300,54
83240667,0314,95
83240667,0185,37
83240667,0433,98
83240667,2360,39
83240667,2575,31
83240667,1132,92
83240667,3625,85
83240667,1520,81
83240667,2758,70
83240667,0412,67
83240667,1656,66
83240667,2985,92
83240667,2679,77
83240667,2375,57
83240667,0020,81
58840479,0344,70
58840479,1877,83
58840479,1878,70
58840479,1554,63
58840479,2865,49
58840479,2262,43
58840479,2603,48
58840479,1027,90
58840479,2750,57
58840479,2109,50
58840479,2547,77
58840479,3655,37
58840479,2424,48
58840479,3439,96
58840479,2232,95
58840479,2672,70
58840479,2506,78
58840479,1060,31
58840479,3152,38
58840479,2654,84
33035901,3585,46
33035901,3356,31
33035901,2182,69
33035901,0571,77
33035901,1061,88
33035901,3290,55
33035901,3384,96
33035901,2295,34
33035901,3583,43
33035901,0057,79
33035901,3434,32
33035901,1260,39
33035901,2700,41
33035901,1729,51
33035901,1105,80
33035901,0462,66
33035901,0746,77
33035901,1608,52
33035901,1511,33
33035901,2577,35
39711727,0148,82
39711727,0403,49
39711727,2865,85
39711727,2089,67
39711727,1737,85
39711727,1052,66
39711727,0140,66
39711727,2027,93
39711727,0872,83
39711727,3423,85
39711727,1685,68
39711727,2519,46
39711727,1562,88
39711727,3166,45
39711727,1984,33
39711727,2221,88
39711727,2883,98
39711727,0213,73
39711727,3442,69
39711727,1793,49
42315473,3373,67
42315473,0478,84
42315473,0091,82
42315473,3367,68
42315473,2221,57
42315473,0043,34
42315473,0957,49
42315473,2352,77
42315473,0042,41
42315473,1279,70
42315473,2092,45
42315473,0135,69
42315473,0849,57
42315473,2949,46
42315473,2029,44
42315473,0920,98
42315473,2444,52
42315473,2900,51
42315473,0465,75
42315473,0366,96
81445222,2622,63
81445222,3211,58
81445222,3046,35
81445222,0346,90
81445222,1367,96
81445222,0363,44
81445222,2739,91
81445222,2411,58
81445222,2348,50
81445222,1114,58
81445222,3384,65
81445222,2041,81
81445222,1928,66
81445222,1901,76
81445222,2103,50
81445222,0155,36
81445222,2670,100
81445222,2651,67
81445222,0957,66
81445222,3471,93
63264694,0924,73
63264694,2530,37
63264694,1662,57
63264694,2299,91
63264694,1784,100
63264694,1860,54
63264694,0792,97
63264694,3457,50
63264694,0845,59
63264694,1179,51
63264694,0417,48
63264694,0772,90
63264694,3140,90
63264694,1019,75
63264694,3437,30
63264694,0712,31
63264694,3495,41
63264694,1588,65
63264694,2478,82
63264694,2307,36
97088025,0572,99
97088025,2737,84
97088025,1258,42
97088025,1700,91
97088025,2289,97
97088025,3197,53
97088025,0774,64
97088025,1308,68
97088025,0602,34
97088025,0437,81
97088025,0107,46
97088025,3498,65
97088025,1417,91
97088025,1459,63
97088025,2888,89
97088025,3420,37
97088025,1659,73
97088025,0794,69
97088025,1128,75
97088025,2216,59
13436519,0572,73
13436519,1415,39
13436519,1850,43
13436519,0864,79
13436519,0626,49
13436519,2526,100
13436519,2052,55
13436519,0407,74
13436519,0979,58
13436519,3173,60
13436519,1334,89
13436519,0571,94
13436519,3530,39
13436519,3121,54
13436519,2616,47
13436519,0710,61
13436519,1514,93
13436519,1904,33
13436519,2025,67
13436519,0731,90
52061532,2602,91
52061532,3038,96
52061532,2144,61
52061532,1034,35
52061532,3343,36
52061532,1556,68
52061532,1631,47
52061532,0593,61
52061532,1222,70
52061532,3026,64
52061532,0387,75
52061532,1675,98
52061532,2512,77
52061532,2582,98
52061532,2170,92
52061532,1265,98
52061532,3671,63
52061532,1006,75
52061532,2365,53
52061532,2751,84
57691759,2226,68
57691759,0131,61
57691759,3203,61
57691759,2705,93
57691759,2341,78
57691759,1953,56
57691759,1437,57
57691759,2008,40
57691759,2446,69
57691759,2146,99
57691759,0507,71
57691759,2253,93
57691759,0666,86
57691759,2410,48
57691759,3634,91
57691759,0274,93
57691759,2583,59
57691759,0983,83
57691759,1805,56
57691759,1562,90
91823332,2880,30
91823332,1945,86
91823332,1955,56
91823332,0501,93
91823332,2690,74
91823332,2155,33
91823332,0006,82
91823332,1936,98
91823332,2828,88
91823332,0431,48
91823332,3573,76
91823332,2726,37
91823332,1327,33
91823332,0820,57
91823332,0662,53
91823332,3006,39
91823332,0990,75
91823332,2542,50
91823332,1016,31
91823332,1014,46
46424743,2483,88
46424743,3320,36
46424743,0608,33
46424743,3254,53
46424743,3655,41
46424743,2681,97
46424743,2488,37
46424743,1624,34
46424743,3417,44
46424743,2272,53
46424743,1665,96
46424743,2050,33
46424743,2198,31
46424743,1907,79
46424743,2397,93
46424743,1661,84
46424743,2124,88
46424743,3271,41
46424743,0736,57
46424743,0270,33
15612508,2645,75
15612508,0548,48
15612508,0544,61
15612508,2366,81
15612508,1472,90
15612508,2526,96
15612508,1005,73
15612508,0535,42
15612508,3263,38
15612508,1280,61
15612508,3567,38
15612508,0457,93
15612508,3001,82
15612508,3564,46
15612508,1670,69
15612508,3481,75
15612508,0552,63
15612508,1217,53
15612508,1361,64
15612508,2044,53
31647752,1049,44
31647752,0393,49
31647752,2022,43
31647752,3080,89
31647752,2018,78
31647752,2781,99
31647752,1736,94
31647752,1616,76
31647752,1273,92
31647752,2615,88
31647752,0287,65
31647752,1704,62
31647752,0033,44
31647752,3437,65
31647752,2992,62
31647752,2447,95
31647752,2537,96
31647752,0003,83
31647752,2564,64
31647752,2419,77
84177073,1728,65
84177073,3100,85
84177073,3656,45
84177073,0943,61
84177073,0478,63
84177073,0870,85
84177073,2094,68
84177073,3013,65
84177073,0154,67
84177073,1931,80
84177073,1100,32
84177073,2401,91
84177073,1269,89
84177073,2611,41
84177073,1941,41
84177073,3540,92
84177073,1205,97
84177073,2570,56
84177073,1600,67
84177073,0274,75
92600791,2346,64
92600791,0074,70
92600791,1511,93
92600791,0425,66
92600791,1783,42
92600791,0203,30
92600791,0488,53
92600791,1814,47
92600791,0294,97
92600791,1404,84
92600791,2923,66
92600791,2941,89
92600791,0851,75
92600791,1946,34
92600791,0996,90
92600791,1997,47
92600791,1673,69
92600791,1029,68
92600791,1940,58
92600791,2672,69
64184017,3235,52
64184017,1750,79
64184017,0572,71
64184017,2703,86
64184017,2701,67
64184017,2639,67
64184017,1167,32
64184017,3167,74
64184017,1738,81
64184017,3214,36
64184017,1751,67
64184017,0223,49
64184017,2530,34
64184017,1611,53
64184017,1344,85
64184017,2930,76
64184017,1927,93
64184017,3155,93
64184017,0639,94
64184017,2291,64
33176784,1345,70
33176784,0325,41
33176784,3363,57
33176784,0674,58
33176784,2676,50
33176784,0824,51
33176784,0975,81
33176784,1718,49
33176784,0133,30
33176784,1435,87
33176784,2921,53
33176784,0092,37
33176784,1583,56
33176784,2222,30
33176784,1516,97
33176784,2822,52
33176784,2924,100
33176784,2784,66
33176784,1398,61
33176784,1896,53
20794867,0762,95
20794867,2202,96
20794867,1038,64
20794867,1963,67
20794867,2251,85
20794867,2407,63
20794867,3404,33
20794867,1922,98
20794867,0291,66
20794867,0511,82
20794867,0228,33
20794867,2460,52
20794867,3148,30
20794867,1722,56
20794867,0045,89
20794867,1935,32
20794867,0993,35
20794867,2546,57
20794867,3241,48
20794867,3383,41
48233151,0887,76
48233151,2603,41
48233151,1715,65
48233151,2970,92
48233151,1585,70
48233151,1643,50
48233151,1925,67
48233151,0299,32
48233151,3118,81
48233151,1732,50
48233151,0417,47
48233151,1794,99
48233151,2103,97
48233151,0006,78
48233151,3308,44
48233151,3420,92
48233151,0485,40
48233151,0541,64
48233151,0477,47
48233151,2037,84
45091103,3307,43
45091103,3162,73
45091103,2293,59
45091103,2954,46
45091103,3341,95
45091103,0752,32
45091103,0173,77
45091103,3553,96
45091103,1561,63
45091103,0937,66
45091103,2512,83
45091103,2634,52
45091103,3331,73
45091103,3295,74
45091103,3293,86
45091103,0508,53
45091103,0494,52
45091103,3079,98
45091103,2651,93
45091103,1027,85
52042080,2540,53
52042080,3442,62
52042080,0588,61
52042080,0162,69
52042080,2266,48
52042080,3416,34
52042080,2128,91
52042080,0722,73
52042080,1831,91
52042080,2894,60
52042080,2772,90
52042080,3161,77
52042080,0550,88
52042080,1147,71
52042080,0549,41
52042080,1771,56
52042080,1242,97
52042080,1080,91
52042080,1094,60
52042080,1269,87
39547126,2073,93
39547126,3120,54
39547126,2396,61
39547126,2528,45
39547126,0849,31
39547126,3097,45
39547126,2834,75
39547126,2738,32
39547126,0886,94
39547126,1008,41
39547126,0424,68
39547126,2349,54
39547126,0105,79
39547126,1763,95
39547126,1863,49
39547126,1226,42
39547126,1165,63
39547126,2894,45
39547126,0968,32
39547126,0326,59
56545798,0259,74
56545798,2847,57
56545798,0945,92
56545798,2497,83
56545798,2230,58
56545798,0119,85
56545798,1962,82
56545798,3120,72
56545798,2819,37
56545798,2411,99
56545798,1862,42
56545798,2820,53
56545798,3321,58
56545798,2372,31
56545798,0753,47
56545798,1951,38
56545798,2314,92
56545798,0521,93
56545798,2763,38
56545798,0766,43
75370363,0052,51
75370363,1986,51
75370363,0041,75
75370363,2684,34
75370363,1781,46
75370363,2703,49
75370363,1632,55
75370363,1313,80
75370363,0528,74
75370363,1250,99
75370363,2580,32
75370363,1546,58
75370363,0819,46
75370363,0919,85
75370363,3584,89
75370363,1136,44
75370363,3596,52
75370363,3377,79
75370363,1769,39
75370363,2557,50
24089298,3502,36
24089298,3492,68
24089298,0865,94
24089298,1459,79
24089298,3098,85
24089298,0011,82
24089298,1903,65
24089298,1555,30
24089298,2328,42
24089298,1422,55
24089298,1604,55
24089298,1340,97
24089298,3221,97
24089298,1500,30
24089298,1262,50
24089298,2104,50
24089298,2570,54
24089298,1451,42
24089298,1812,76
24089298,2263,97
28567602,2608,92
28567602,0519,40
28567602,1841,93
28567602,1173,55
28567602,0606,93
28567602,0277,60
28567602,0664,54
28567602,1783,60
28567602,2849,95
28567602,3324,61
28567602,2177,97
28567602,3304,30
28567602,0032,40
28567602,0636,74
28567602,2293,86
28567602,1139,62
28567602,2913,94
28567602,1256,41
28567602,2083,86
28567602,3331,41
82026331,1405,86
82026331,0990,76
82026331,2093,65
82026331,1168,56
82026331,2775,84
82026331,0675,59
82026331,3069,82
82026331,0301,97
82026331,3042,54
82026331,0172,40
82026331,3258,76
82026331,1413,44
82026331,1578,91
82026331,1604,85
82026331,1440,55
82026331,1103,79
82026331,0009,87
82026331,1059,60
82026331,0998,88
82026331,2277,82
28284083,3336,52
28284083,2590,55
28284083,2467,76
28284083,2484,59
28284083,2444,87
28284083,0270,48
28284083,3475,31
28284083,2731,58
28284083,2704,64
28284083,1022,48
28284083,1537,93
28284083,1490,84
28284083,3057,61
28284083,2167,33
28284083,2333,87
28284083,1782,69
28284083,2699,54
28284083,1283,58
28284083,0390,67
28284083,0774,64
46100502,2280,32
46100502,2259,51
46100502,2611,84
46100502,0950,73
46100502,1526,72
46100502,2472,74
46100502,1485,82
46100502,2339,100
46100502,0972,84
46100502,1922,47
46100502,0443,84
46100502,1739,39
46100502,1844,82
46100502,0379,82
46100502,2219,34
46100502,3654,58
46100502,3055,93
46100502,0006,89
46100502,3464,85
46100502,1563,38
78387769,1684,55
78387769,0899,75
78387769,1928,82
78387769,1407,37
78387769,1402,45
78387769,2712,68
78387769,2294,96
78387769,2258,87
78387769,3425,55
78387769,2514,84
78387769,0779,79
78387769,3359,85
78387769,1585,54
78387769,3370,47
78387769,1015,97
78387769,0172,64
78387769,1859,48
78387769,1126,82
78387769,1763,46
78387769,2298,59
35281288,1903,81
35281288,3407,80
35281288,1946,61
35281288,3329,88
35281288,3503,98
35281288,1458,75
35281288,2849,76
35281288,2468,59
35281288,0236,53
35281288,3071,90
35281288,0515,74
35281288,3609,79
35281288,0696,34
35281288,1527,33
35281288,2447,98
35281288,1670,71
35281288,2215,98
35281288,2343,76
35281288,1339,75
35281288,2083,30
80302884,2729,32
80302884,2714,78
80302884,1231,57
80302884,0230,63
80302884,0773,77
80302884,2440,82
80302884,0071,80
80302884,3527,40
80302884,1525,58
80302884,1532,38
80302884,1371,80
80302884,3378,93
80302884,2996,81
80302884,2921,32
80302884,0807,97
80302884,0565,34
80302884,1001,32
80302884,1450,48
80302884,0522,61
80302884,0601,67
41310551,1226,62
41310551,3596,37
41310551,0466,82
41310551,1501,69
41310551,3640,73
41310551,1978,74
41310551,3083,99
41310551,1133,92
41310551,1851,84
41310551,0164,86
41310551,0707,84
41310551,1469,98
41310551,2122,49
41310551,3199,93
41310551,0708,44
41310551,1408,63
41310551,2357,68
41310551,3231,54
41310551,3342,36
41310551,0039,91
